IBM US Equity,INTL BUSINESS MACHINES CORP,189.3,3821023
ICE US Equity,INTERCONTINENTALEXCHANGE GRO,201.75,1010492
IDA US Equity,IDACORP INC,55.6,205501
IEX US Equity,IDEX CORP,74.96,402026
IFF US Equity,INTL FLAVORS & FRAGRANCES,100,455154
IGT US Equity,INTL GAME TECHNOLOGY,12.58,4029310
IHS US Equity,IHS INC-CLASS A,121.3,223524
IM US Equity,INGRAM MICRO INC-CL A,26.1,2048900
IMS US Equity,IMS HEALTH HOLDINGS INC,23.78,694223
INGR US Equity,INGREDION INC,73.43,731711
INT US Equity,WORLD FUEL SERVICES CORP,45.24,277544
IOC US Equity,INTEROIL CORP,59.57,536551
IP US Equity,INTERNATIONAL PAPER CO,46.59,2540780
IPG US Equity,INTERPUBLIC GROUP OF COS INC,17.49,8770169
IR US Equity,INGERSOLL-RAND PLC,58.73,2806827
IRM US Equity,IRON MOUNTAIN INC,27.13,1021555
IT US Equity,GARTNER INC,71.31,655632
ITC US Equity,ITC HOLDINGS CORP,37.66,685167
ITT US Equity,ITT CORP,44.55,561493
ITW US Equity,ILLINOIS TOOL WORKS,86.12,1501555
IVR US Equity,INVESCO MORTGAGE CAPITAL,17.1,1515170
IVZ US Equity,INVESCO LTD,35.72,2240515
JAH US Equity,JARDEN CORP,56.51,1845943
JBL US Equity,JABIL CIRCUIT INC,17.54,1734599
JCI US Equity,JOHNSON CONTROLS INC,44.44,2351586
JCP US Equity,J.C. PENNEY CO INC,8.72,22425328
JEC US Equity,JACOBS ENGINEERING GROUP INC,57.07,1658165
JLL US Equity,JONES LANG LASALLE INC,117.15,387725
JNJ US Equity,JOHNSON & JOHNSON,100.91,8720814
JNPR US Equity,JUNIPER NETWORKS INC,24.67,4955521
JNS US Equity,JANUS CAPITAL GROUP INC,11.9,3975960
JOY US Equity,JOY GLOBAL INC,58.82,676875
JPM US Equity,JPMORGAN CHASE & CO,54.05,18503048
JW/A US Equity,WILEY (JOHN) & SONS-CLASS A,55.51,177947
JWN US Equity,NORDSTROM INC,60.67,1118941
K US Equity,KELLOGG CO,66.07,2339957
KAR US Equity,KAR AUCTION SERVICES INC,30.44,1629695
KATE US Equity,KATE SPADE & CO,34.81,2004562
KBR US Equity,KBR INC,23.44,3016965
KEX US Equity,KIRBY CORP,106.7,587469
KEY US Equity,KEYCORP,13.62,8684585
KIM US Equity,KIMCO REALTY CORP,23.2,3336251
KING US Equity,KING DIGITAL ENTERTAINMENT P,16.25,6756908
KKR US Equity,KKR & CO LP,22.03,5124562
KMB US Equity,KIMBERLY-CLARK CORP,110.95,1624645
KMI US Equity,KINDER MORGAN INC,32.78,4042636
KMP US Equity,KINDER MORGAN ENERGY PRTNRS,75.09,1059943
KMPR US Equity,KEMPER CORP,37.53,634232
KMR US Equity,KINDER MORGAN MANAGEMENT LLC,72.05,428955
KMT US Equity,KENNAMETAL INC,47.8,509448
KMX US Equity,CARMAX INC,44.11,2787204
KN US Equity,KNOWLES CORP,29.89,1120244
KO US Equity,COCA-COLA CO/THE,40.91,11115932
KOG US Equity,KODIAK OIL & GAS CORP,12.24,5019245
KORS US Equity,MICHAEL KORS HOLDINGS LTD,91.37,1711568
KOS US Equity,KOSMOS ENERGY LTD,10.65,1252970
KR US Equity,KROGER CO,46.35,5040871
KRC US Equity,KILROY REALTY CORP,60.61,474388
KS US Equity,KAPSTONE PAPER AND PACKAGING,25.77,659261
KSS US Equity,KOHLS CORP,53.6,3042579
KSU US Equity,KANSAS CITY SOUTHERN,99.55,522513
KW US Equity,KENNEDY-WILSON HOLDINGS INC,21.98,300548
KYN US Equity,KAYNE ANDERSON MLP INVESTMEN,37.02,245966
L US Equity,LOEWS CORP,43.85,1174752
LAZ US Equity,LAZARD LTD-CL A,49.36,591836
LB US Equity,L BRANDS INC,53.39,2160050
LDOS US Equity,LEIDOS HOLDINGS INC,37.48,630337
LEA US Equity,LEAR CORP,83.78,471983
LEAF US Equity,SPRINGLEAF HOLDINGS INC,24.21,436564
LEG US Equity,LEGGETT & PLATT INC,32.98,1532772
LEN US Equity,LENNAR CORP-A,38.56,2179408
LGF US Equity,LIONS GATE ENTERTAINMENT COR,25.55,1340542
LH US Equity,LABORATORY CRP OF AMER HLDGS,98.72,626505
LHO US Equity,LASALLE HOTEL PROPERTIES,32.5,766933
LII US Equity,LENNOX INTERNATIONAL INC,83.84,518958
LL US Equity,LUMBER LIQUIDATORS HOLDINGS,81.74,1103914
LLL US Equity,L-3 COMMUNICATIONS HOLDINGS,115.41,580904
LLY US Equity,ELI LILLY & CO,59.15,5453325
LM US Equity,LEGG MASON INC,47.3,1274649
LMT US Equity,LOCKHEED MARTIN CORP,164.2,1173308
LNC US Equity,LINCOLN NATIONAL CORP,48.94,1896794
LNKD US Equity,LINKEDIN CORP - A,143.37,5755907
LNT US Equity,ALLIANT ENERGY CORP,58.82,632828
LO US Equity,LORILLARD INC,58.53,3398874
LOW US Equity,LOWE'S COS INC,45.11,5148528
LPI US Equity,LAREDO PETROLEUM INC,29.99,2776903
LPT US Equity,LIBERTY PROPERTY TRUST,37.9,574474
LPX US Equity,LOUISIANA-PACIFIC CORP,15.91,4846029
LQ US Equity,LA QUINTA HOLDINGS INC,16.28,1149982
LUK US Equity,LEUCADIA NATIONAL CORP,25.68,1568721
LUV US Equity,SOUTHWEST AIRLINES CO,24.2,5860718
LVLT US Equity,LEVEL 3 COMMUNICATIONS INC,43.3,1125218
LVS US Equity,LAS VEGAS SANDS CORP,77.75,10835220
LXK US Equity,LEXMARK INTERNATIONAL INC-A,42.8,1229287
LXP US Equity,LEXINGTON REALTY TRUST,10.95,1571406
LYB US Equity,LYONDELLBASELL INDU-CL A,95.77,2549418
LYV US Equity,LIVE NATION ENTERTAINMENT IN,23.03,3692162
M US Equity,MACY'S INC,55.23,3835289
MA US Equity,MASTERCARD INC-CLASS A,73.87,4413087
MAA US Equity,MID-AMERICA APARTMENT COMM,71.82,471582
MAC US Equity,MACERICH CO/THE,65.43,758135
MAN US Equity,MANPOWERGROUP INC,82.01,790789
MANU US Equity,MANCHESTER UNITED PLC-CL A,17.15,56278
MAS US Equity,MASCO CORP,19.71,5070861
MBI US Equity,MBIA INC,12.07,4045008
MCD US Equity,MCDONALD'S CORP,101.96,4322592
MCK US Equity,MCKESSON CORP,166.42,1216258
MCO US Equity,MOODY'S CORP,81.98,1283975
MCY US Equity,MERCURY GENERAL CORP,48.45,135402
MD US Equity,MEDNAX INC,57.2,685060
MDP US Equity,MEREDITH CORP,44.86,166263
MDT US Equity,MEDTRONIC INC,59.32,3716561
MDU US Equity,MDU RESOURCES GROUP INC,35.77,505485
MET US Equity,METLIFE INC,50.1,6436990
MFA US Equity,MFA FINANCIAL INC,8.08,2611576
MGM US Equity,MGM RESORTS INTERNATIONAL,25.15,10457499
MHFI US Equity,MCGRAW HILL FINANCIAL INC,76.07,1184688
MHK US Equity,MOHAWK INDUSTRIES INC,137.5,970801
MIC US Equity,MACQUARIE INFRASTRUCTURE CO,60.26,350675
MJN US Equity,MEAD JOHNSON NUTRITION CO,87.08,1415405
MKC US Equity,MCCORMICK & CO-NON VTG SHRS,71.86,371277
MKL US Equity,MARKEL CORP,642.8,53035
MLM US Equity,MARTIN MARIETTA MATERIALS,122.43,642327
MMC US Equity,MARSH & MCLENNAN COS,48.71,2142961
MMM US Equity,3M CO,141.14,2238499
MMP US Equity,MAGELLAN MIDSTREAM PARTNERS,79.9,636085
MMS US Equity,MAXIMUS INC,42.04,460014
MNK US Equity,MALLINCKRODT PLC,74.42,2397649
MO US Equity,ALTRIA GROUP INC,40.06,7257409
MOG/A US Equity,MOOG INC-CLASS A,68.2,163456
MON US Equity,MONSANTO CO,115.94,2716604
MOS US Equity,MOSAIC CO/THE,48.75,2038267
MPC US Equity,MARATHON PETROLEUM CORP,95.2,2893018
MPLX US Equity,MPLX LP,58.44,66376
MPW US Equity,MEDICAL PROPERTIES TRUST INC,13.29,1466245
MR US Equity,MINDRAY MEDICAL INTL LTD-ADR,31.66,724941
MRC US Equity,MRC GLOBAL INC,29.26,1127060
MRK US Equity,MERCK & CO. INC.,55.84,22910169
MRO US Equity,MARATHON OIL CORP,35.52,11845515
MS US Equity,MORGAN STANLEY,29.7,12460769
MSCI US Equity,MSCI INC,42.14,865593
MSI US Equity,MOTOROLA SOLUTIONS INC,67.14,2506596
MSM US Equity,MSC INDUSTRIAL DIRECT CO-A,89.51,431851
MTB US Equity,M & T BANK CORP,120.91,674483
MTD US Equity,METTLER-TOLEDO INTERNATIONAL,236.61,246708
MTG US Equity,MGIC INVESTMENT CORP,8.62,7409033
MTN US Equity,VAIL RESORTS INC,67.14,169649
MTW US Equity,MANITOWOC COMPANY INC,28.23,2990572
MTX US Equity,MINERALS TECHNOLOGIES INC,60.76,173404
MTZ US Equity,MASTEC INC,38.38,741351
MUR US Equity,MURPHY OIL CORP,60.99,1228872
MUSA US Equity,MURPHY USA INC,44.95,1220907
MW US Equity,MEN'S WEARHOUSE INC/THE,49.08,948654
MWE US Equity,MARKWEST ENERGY PARTNERS LP,62.63,1033210
MWV US Equity,MEADWESTVACO CORP,39.25,2046036
N US Equity,NETSUITE INC,72.29,2542663
NAV US Equity,NAVISTAR INTERNATIONAL CORP,34.57,1156197
NBL US Equity,NOBLE ENERGY INC,71.72,1800287
NBR US Equity,NABORS INDUSTRIES LTD,26.39,4135356
NCR US Equity,NCR CORPORATION,30.07,2920120
NE US Equity,NOBLE CORP PLC,30.76,3200203
NEE US Equity,NEXTERA ENERGY INC,99.26,2165026
NEM US Equity,NEWMONT MINING CORP,24.01,8356738
NEU US Equity,NEWMARKET CORP,379.72,52732
NFG US Equity,NATIONAL FUEL GAS CO,74.46,329629
NFX US Equity,NEWFIELD EXPLORATION CO,34.57,3273667
NGL US Equity,NGL ENERGY PARTNERS LP,38.32,139924
NGLS US Equity,TARGA RESOURCES PARTNERS LP,62.69,214616
NHI US Equity,NATL HEALTH INVESTORS INC,62.31,311873
NI US Equity,NISOURCE INC,37.07,1734910
NJR US Equity,NEW JERSEY RESOURCES CORP,49.26,278788
NKE US Equity,NIKE INC -CL B,72.18,2802673
NLSN US Equity,NIELSEN NV,47.13,3528877
NLY US Equity,ANNALY CAPITAL MANAGEMENT IN,11.84,12355593
NNN US Equity,NATIONAL RETAIL PROPERTIES,35.18,972588
NOC US Equity,NORTHROP GRUMMAN CORP,120.92,899599
NOV US Equity,NATIONAL OILWELL VARCO INC,80.68,1977614
NOW US Equity,SERVICENOW INC,47.06,6097622
NRF US Equity,NORTHSTAR REALTY FINANCE COR,15.86,3973622
NRG US Equity,NRG ENERGY INC,35.08,9308882
NS US Equity,NUSTAR ENERGY LP,57.8,966329
NSC US Equity,NORFOLK SOUTHERN CORP,94.96,1152118
NSM US Equity,NATIONSTAR MORTGAGE HOLDINGS,28.98,1250197
NTI US Equity,NORTHERN TIER ENERGY LP,28.25,1234235
NU US Equity,NORTHEAST UTILITIES,47,1789504
NUE US Equity,NUCOR CORP,52.46,1606555
NUS US Equity,NU SKIN ENTERPRISES INC - A,77.99,1751371
NUV US Equity,NUVEEN MUNICIPAL VALUE FUND,9.76,251720
NVR US Equity,NVR INC,1090.95,66264
NWL US Equity,NEWELL RUBBERMAID INC,29.35,3891528
NYCB US Equity,NEW YORK COMMUNITY BANCORP,15.32,3987532
NYLD US Equity,NRG YIELD INC-CLASS A,43.75,451432
NYT US Equity,NEW YORK TIMES CO-A,15.21,970881
O US Equity,REALTY INCOME CORP,44.21,2160316
OAK US Equity,OAKTREE CAPITAL GROUP LLC,51,491963
OAS US Equity,OASIS PETROLEUM INC,48.47,1660232
OC US Equity,OWENS CORNING,39.8,1719785
OCN US Equity,OCWEN FINANCIAL CORP,31.71,2943179
OCR US Equity,OMNICARE INC,60.45,1017186
ODP US Equity,OFFICE DEPOT INC,5,15753080
OFC US Equity,CORPORATE OFFICE PROPERTIES,26.8,533076
OGE US Equity,OGE ENERGY CORP,36.53,874595
OHI US Equity,OMEGA HEALTHCARE INVESTORS,35.74,809822
OI US Equity,OWENS-ILLINOIS INC,32.11,1985561
OII US Equity,OCEANEERING INTL INC,72.49,748395
OILT US Equity,OILTANKING PARTNERS LP,85.81,37311
OIS US Equity,OIL STATES INTERNATIONAL INC,95.87,629466
OKE US Equity,ONEOK INC,64.61,2252094
OKS US Equity,ONEOK PARTNERS LP,56.61,617158
OLN US Equity,OLIN CORP,28,796416
OMC US Equity,OMNICOM GROUP,65.78,1108136
OMI US Equity,OWENS & MINOR INC,32.41,562033
OPK US Equity,OPKO HEALTH INC,8.23,1630137
ORCL US Equity,ORACLE CORP,41.06,12570390
ORI US Equity,OLD REPUBLIC INTL CORP,16.83,1312220
OSK US Equity,OSHKOSH CORP,54.76,460390
OXY US Equity,OCCIDENTAL PETROLEUM CORP,96.23,3386285
OZM US Equity,OCH-ZIFF CAPITAL MANAGEMEN-A,12.08,1330516
P US Equity,PANDORA MEDIA INC,22.17,11192369
PAA US Equity,PLAINS ALL AMER PIPELINE LP,58.69,934219
PAG US Equity,PENSKE AUTOMOTIVE GROUP INC,45.82,276845
PAGP US Equity,PLAINS GP HOLDINGS LP-CL A,28.98,1090347
PAH US Equity,PLATFORM SPECIALTY PRODUCTS,19.69,884643
PANW US Equity,PALO ALTO NETWORKS INC,59.99,3502676
PAY US Equity,VERIFONE SYSTEMS INC,32.26,1415778
PB US Equity,PROSPERITY BANCSHARES INC,58.63,318553
PBF US Equity,PBF ENERGY INC-CLASS A,31.13,1252419
PBI US Equity,PITNEY BOWES INC,26.03,3275005
PBYI US Equity,PUMA BIOTECHNOLOGY INC,65.6,373459
PCG US Equity,P G & E CORP,44.71,4426071
PCI US Equity,PIMCO DYNAMIC CREDIT INCOME,23.29,411145
PCL US Equity,PLUM CREEK TIMBER CO,44.09,843549
PCP US Equity,PRECISION CASTPARTS CORP,255,555772
PDM US Equity,PIEDMONT OFFICE REALTY TRU-A,18.59,840367
PEB US Equity,PEBBLEBROOK HOTEL TRUST,33.96,385129
PEG US Equity,PUBLIC SERVICE ENTERPRISE GP,39.88,3055573
PEP US Equity,PEPSICO INC,86.8,5500617
PF US Equity,PINNACLE FOODS INC,30.15,850909
PFE US Equity,PFIZER INC,29.02,49056067
PFG US Equity,PRINCIPAL FINANCIAL GROUP,46.38,1570164
PG US Equity,PROCTER & GAMBLE CO/THE,82.09,6639614
PGR US Equity,PROGRESSIVE CORP,24.61,7315913
PH US Equity,PARKER HANNIFIN CORP,123.89,1091418
PHM US Equity,PULTEGROUP INC,18.2,4548262
PII US Equity,POLARIS INDUSTRIES INC,132.75,363491
PKG US Equity,PACKAGING CORP OF AMERICA,66.95,724912
PKI US Equity,PERKINELMER INC,43.3,716520
PL US Equity,PROTECTIVE LIFE CORP,50.87,442462
PLD US Equity,PROLOGIS INC,41.22,2659791
PLL US Equity,PALL CORP,84.38,563981
PM US Equity,PHILIP MORRIS INTERNATIONAL,85.8,3604970
PNC US Equity,PNC FINANCIAL SERVICES GROUP,83.86,1669704
PNM US Equity,PNM RESOURCES INC,28.51,1593149
PNR US Equity,PENTAIR LTD-REGISTERED,75.14,1679741
PNW US Equity,PINNACLE WEST CAPITAL,55.92,1346272
PNY US Equity,PIEDMONT NATURAL GAS CO,34.85,331333
POL US Equity,POLYONE CORPORATION,38.56,594642
POM US Equity,PEPCO HOLDINGS INC,27.46,8850363
POR US Equity,PORTLAND GENERAL ELECTRIC CO,33.08,393681
POST US Equity,POST HOLDINGS INC,52.3,552697
PPG US Equity,PPG INDUSTRIES INC,198.74,809899
PPL US Equity,PPL CORPORATION,34.5,6865988
PPS US Equity,POST PROPERTIES INC,51.51,550666
PRA US Equity,PROASSURANCE CORP,45.32,390365
PRE US Equity,PARTNERRE LTD,106.19,698290
PRGO US Equity,PERRIGO CO PLC,130.55,4591105
PRI US Equity,PRIMERICA INC,43.89,440362
PRU US Equity,PRUDENTIAL FINANCIAL INC,80.9,2342429
PSA US Equity,PUBLIC STORAGE,173.2,870507
PSB US Equity,PS BUSINESS PARKS INC/CA,86.11,51343
PSX US Equity,PHILLIPS 66,85.03,2584177
PSXP US Equity,PHILLIPS 66 PARTNERS LP,55.89,145309
PVH US Equity,PVH CORP,127.38,781812
PWR US Equity,QUANTA SERVICES INC,34.19,1875239
PX US Equity,PRAXAIR INC,130,1590272
PXD US Equity,PIONEER NATURAL RESOURCES CO,208.2,3159613
Q US Equity,QUINTILES TRANSNATIONAL HOLD,47.35,643970
QEP US Equity,QEP RESOURCES INC,30.86,3143437
QIHU US Equity,QIHOO 360 TECHNOLOGY CO-ADR,78.1,6513018
R US Equity,RYDER SYSTEM INC,82.51,466571
RAD US Equity,RITE AID CORP,7.71,23402361
RAI US Equity,REYNOLDS AMERICAN INC,56.36,1654281
RAX US Equity,RACKSPACE HOSTING INC,26.91,3101801
RBC US Equity,REGAL-BELOIT CORP,75.76,326792
RCL US Equity,ROYAL CARIBBEAN CRUISES LTD,52.04,1162112
RDC US Equity,ROWAN COMPANIES PLC-A,31.46,2338902
RDN US Equity,RADIAN GROUP INC,14.83,10096821
RE US Equity,EVEREST RE GROUP LTD,160.22,365001
REG US Equity,REGENCY CENTERS CORP,53.47,365268
RES US Equity,RPC INC,22.31,1813020
RF US Equity,REGIONS FINANCIAL CORP,10.25,13393387
RGA US Equity,REINSURANCE GROUP OF AMERICA,77.46,503040
RGC US Equity,REGAL ENTERTAINMENT GROUP-A,18.73,799741
RGP US Equity,REGENCY ENERGY PARTNERS LP,28.54,1165596
RH US Equity,RESTORATION HARDWARE HOLDING,61.7,874918
RHI US Equity,ROBERT HALF INTL INC,45.22,1295609
RHP US Equity,RYMAN HOSPITALITY PROPERTIES,46.35,468993
RHT US Equity,RED HAT INC,48.76,1379977
RICE US Equity,RICE ENERGY INC,29.99,1497525
RIG US Equity,TRANSOCEAN LTD,43.33,4542690
RJF US Equity,RAYMOND JAMES FINANCIAL INC,49.65,448719
RKT US Equity,ROCK TENN COMPANY -CL A,95.95,955108
RL US Equity,RALPH LAUREN CORP,152.56,994665
RLGY US Equity,REALOGY HOLDINGS CORP,37.5,3226959
RLJ US Equity,RLJ LODGING TRUST,26.61,1399346
RMD US Equity,RESMED INC,49.97,841747
RNR US Equity,RENAISSANCERE HOLDINGS LTD,103.32,549503
ROC US Equity,ROCKWOOD HOLDINGS INC,73.33,3277026
ROK US Equity,ROCKWELL AUTOMATION INC,119.58,633306
ROL US Equity,ROLLINS INC,30.23,146157
ROP US Equity,ROPER INDUSTRIES INC,138.93,396478
RPAI US Equity,RETAIL PROPERTIES OF AME - A,14.81,1425552
RPM US Equity,RPM INTERNATIONAL INC,42.32,727529
RRC US Equity,RANGE RESOURCES CORP,90.28,1165900
RS US Equity,RELIANCE STEEL & ALUMINUM,71.8,265560
RSG US Equity,REPUBLIC SERVICES INC,35.15,888072
RSPP US Equity,RSP PERMIAN INC,28.92,285025
RTN US Equity,RAYTHEON COMPANY,97.79,2069598
RXN US Equity,REXNORD CORP,27.38,338227
RYN US Equity,RAYONIER INC,45.99,575263
S US Equity,SPRINT CORP,8.73,10323832
SAM US Equity,BOSTON BEER COMPANY INC-A,234.88,91809
SBH US Equity,SALLY BEAUTY HOLDINGS INC,24.95,2548053
SC US Equity,SANTANDER CONSUMER USA HOLDI,22.04,622224
SCCO US Equity,SOUTHERN COPPER CORP,28.68,1449021
SCG US Equity,SCANA CORP,53.03,1239022
SCHW US Equity,SCHWAB (CHARLES) CORP,26.21,8924985
SCI US Equity,SERVICE CORP INTERNATIONAL,18.83,844362
SCS US Equity,STEELCASE INC-CL A,16.34,504474
SD US Equity,SANDRIDGE ENERGY INC,6.73,8396598
SDLP US Equity,SEADRILL PARTNERS LLC,29.57,320440
SE US Equity,SPECTRA ENERGY CORP,39.17,4238217
SEAS US Equity,SEAWORLD ENTERTAINMENT INC,30.57,922876
SEE US Equity,SEALED AIR CORP,33.32,1610653
SEMG US Equity,SEMGROUP CORP-CLASS A,63.83,485561
SEP US Equity,SPECTRA ENERGY PARTNERS LP,55.25,399071
SF US Equity,STIFEL FINANCIAL CORP,46.7,383086
SFG US Equity,STANCORP FINANCIAL GROUP,60.85,229564
SFUN US Equity,SOUFUN HOLDINGS LTD-ADR,10.52,14899280
SGY US Equity,STONE ENERGY CORP,44.29,1060341
SHO US Equity,SUNSTONE HOTEL INVESTORS INC,14.29,1983589
SHW US Equity,SHERWIN-WILLIAMS CO/THE,199.25,651065
SIG US Equity,SIGNET JEWELERS LTD,101.74,870849
SIX US Equity,SIX FLAGS ENTERTAINMENT CORP,41.14,990308
SJM US Equity,JM SMUCKER CO/THE,98.61,783783
SKT US Equity,TANGER FACTORY OUTLET CENTER,35.85,615042
SKX US Equity,SKECHERS USA INC-CL A,39.68,997441
SLB US Equity,SCHLUMBERGER LTD,101.88,4075315
SLCA US Equity,US SILICA HOLDINGS INC,46.31,1570075
SLG US Equity,SL GREEN REALTY CORP,107.59,568838
SLH US Equity,SOLERA HOLDINGS INC,65.86,233828
SM US Equity,SM ENERGY CO,76.08,981697
SMG US Equity,SCOTTS MIRACLE-GRO CO-CL A,61.49,293265
SMLP US Equity,SUMMIT MIDSTREAM PARTNERS LP,45.48,30181
SNA US Equity,SNAP-ON INC,115.76,374862
SNH US Equity,SENIOR HOUSING PROP TRUST,23.6,1406709
SNI US Equity,SCRIPPS NETWORKS INTER-CL A,74.47,617845
SNV US Equity,SYNOVUS FINANCIAL CORP,3.23,5264752
SNX US Equity,SYNNEX CORP,62.04,214332
SO US Equity,SOUTHERN CO/THE,44.86,5183998
SON US Equity,SONOCO PRODUCTS CO,41.92,305269
SPB US Equity,SPECTRUM BRANDS HOLDINGS INC,74.99,430650
SPF US Equity,STANDARD PACIFIC CORP,7.66,4600593
SPG US Equity,SIMON PROPERTY GROUP INC,175.73,1480388
SPH US Equity,SUBURBAN PROPANE PARTNERS LP,43.39,171639
SPN US Equity,SUPERIOR ENERGY SERVICES INC,32.83,1526531
SPR US Equity,SPIRIT AEROSYSTEMS HOLD-CL A,33.15,1619022
SPW US Equity,SPX CORP,103.45,233568
SRC US Equity,SPIRIT REALTY CAPITAL INC,10.97,2905443
SRE US Equity,SEMPRA ENERGY,100.41,1075291
SSS US Equity,SOVRAN SELF STORAGE INC,76.43,223987
SSTK US Equity,SHUTTERSTOCK INC,68.29,638644
SSW US Equity,SEASPAN CORP,21.86,145235
ST US Equity,SENSATA TECHNOLOGIES HOLDING,41.91,1009397
STAY US Equity,EXTENDED STAY AMERICA INC,22.4,359282
STE US Equity,STERIS CORP,47.64,334106
STI US Equity,SUNTRUST BANKS INC,38.2,2885431
STJ US Equity,ST JUDE MEDICAL INC,63.95,2623936
STR US Equity,QUESTAR CORP,23.98,802735
STT US Equity,STATE STREET CORP,64.25,2179266
STWD US Equity,STARWOOD PROPERTY TRUST INC,24.06,1776760
STZ US Equity,CONSTELLATION BRANDS INC-A,79.12,1437281
SUNE US Equity,SUNEDISON INC,18.31,21023983
SWFT US Equity,SWIFT TRANSPORTATION CO,22.37,4345640
SWI US Equity,SOLARWINDS INC,37.83,1770736
SWK US Equity,STANLEY BLACK & DECKER INC,86.15,1194390
SWN US Equity,SOUTHWESTERN ENERGY CO,46.69,3719442
SWX US Equity,SOUTHWEST GAS CORP,55.01,272439
SWY US Equity,SAFEWAY INC,34.3,2990041
SXL US Equity,SUNOCO LOGISTICS PARTNERS LP,95.55,227515
SXT US Equity,SENSIENT TECHNOLOGIES CORP,55.24,304898
SYA US Equity,SYMETRA FINANCIAL CORP,20.82,279077
SYK US Equity,STRYKER CORP,79.42,1261666
SYY US Equity,SYSCO CORP,36.74,2226957
T US Equity,AT&T INC,35.76,20271152
TAP US Equity,MOLSON COORS BREWING CO -B,61.95,1876498
TARO US Equity,TARO PHARMACEUTICAL INDUS,115.65,30612
TCB US Equity,TCF FINANCIAL CORP,15.25,1554795
TCO US Equity,TAUBMAN CENTERS INC,73.9,339821
TCP US Equity,TC PIPELINES LP,51.16,147583
TDC US Equity,TERADATA CORP,43.97,2829634
TDG US Equity,TRANSDIGM GROUP INC,178.96,479780
TDS US Equity,TELEPHONE AND DATA SYSTEMS,27.59,491051
TDW US Equity,TIDEWATER INC,49.53,418123
TDY US Equity,TELEDYNE TECHNOLOGIES INC,94.95,130566
TE US Equity,TECO ENERGY INC,18.07,1850870
TEG US Equity,INTEGRYS ENERGY GROUP INC,59.31,387789
TEL US Equity,TE CONNECTIVITY LTD,58.45,1149112
TEN US Equity,TENNECO INC,59.44,541557
TER US Equity,TERADYNE INC,17.63,2338528
TEX US Equity,TEREX CORP,39.91,2193906
TFX US Equity,TELEFLEX INC,105.36,226185
TGH US Equity,TEXTAINER GROUP HOLDINGS LTD,39.14,203005
TGI US Equity,TRIUMPH GROUP INC,65.54,791028
TGP US Equity,TEEKAY LNG PARTNERS LP,43.92,92938
TGT US Equity,TARGET CORP,58.13,6424711
THC US Equity,TENET HEALTHCARE CORP,44.55,1562030
THG US Equity,HANOVER INSURANCE GROUP INC/,59.32,187089
THO US Equity,THOR INDUSTRIES INC,60.75,265661
THS US Equity,TREEHOUSE FOODS INC,76.39,349177
TIF US Equity,TIFFANY & CO,86.71,478781
TJX US Equity,TJX COMPANIES INC,57.21,2895475
TK US Equity,TEEKAY CORP,57.99,382424
TKR US Equity,TIMKEN CO,63.26,619779
TLLP US Equity,TESORO LOGISTICS LP,68.49,84096
TMH US Equity,TEAM HEALTH HOLDINGS INC,48.73,472618
TMHC US Equity,TAYLOR MORRISON HOME CORP-A,21.9,490700
TMK US Equity,TORCHMARK CORP,80.26,463065
TMO US Equity,THERMO FISHER SCIENTIFIC INC,116.44,1820577
TMUS US Equity,T-MOBILE US INC,32.01,3966838
TNH US Equity,TERRA NITROGEN COMPANY LP,143.32,23603
TOL US Equity,TOLL BROTHERS INC,34.07,1456852
TOO US Equity,TEEKAY OFFSHORE PARTNERS LP,36.36,184924
TPX US Equity,TEMPUR SEALY INTERNATIONAL I,52.87,881359
TR US Equity,TOOTSIE ROLL INDS,27.74,73113
TRGP US Equity,TARGA RESOURCES CORP,110.88,362682
TRN US Equity,TRINITY INDUSTRIES INC,78.16,1594713
TROX US Equity,TRONOX LTD-CL A,24.11,839905
TRV US Equity,TRAVELERS COS INC/THE,91.07,3279244
TRW US Equity,TRW AUTOMOTIVE HOLDINGS CORP,79.52,831483
TSN US Equity,TYSON FOODS INC-CL A,39.23,3890912
TSO US Equity,TESORO CORP,54.05,3969736
TSS US Equity,TOTAL SYSTEM SERVICES INC,32.39,3177222
TTC US Equity,TORO CO,63.62,308267
TUP US Equity,TUPPERWARE BRANDS CORP,83.5,398664
TW US Equity,TOWERS WATSON & CO-CL A,105.86,1256874
TWC US Equity,TIME WARNER CABLE,141.31,2071207
TWO US Equity,TWO HARBORS INVESTMENT CORP,10.49,6207253
TWTR US Equity,TWITTER INC,30.66,68876278
TWX US Equity,TIME WARNER INC,67.82,5999250
TX US Equity,TERNIUM SA-SPONSORED ADR,29.8,156604
TXI US Equity,TEXAS INDUSTRIES INC,85.32,157450
TXT US Equity,TEXTRON INC,38.95,1455690
TYC US Equity,TYCO INTERNATIONAL LTD,41.04,2956209
TYL US Equity,TYLER TECHNOLOGIES INC,76.91,290364
UA US Equity,UNDER ARMOUR INC-CLASS A,46.24,4360252
UAL US Equity,UNITED CONTINENTAL HOLDINGS,39.9,5593138
UDR US Equity,UDR INC,26.8,1794594
UFS US Equity,DOMTAR CORP,93.12,350858
UGI US Equity,UGI CORP,46.78,590183
UHS US Equity,UNIVERSAL HEALTH SERVICES-B,82.46,573659
UIL US Equity,UIL HOLDINGS CORP,35.92,541444
UNH US Equity,UNITEDHEALTH GROUP INC,77.91,6383483
UNM US Equity,UNUM GROUP,33.62,1224419
